"N","stdev","correl","simnum","mean1NRNT","mean2NRNT","sd1NRNT","sd2NRNT","sddiffNRNT","corNRNT","mean1RNT","mean2RNT","sd1RNT","sd2RNT","sddiffRNT","corRNT","mean1NRT","mean2NRT","sd1NRT","sd2NRT","sddiffNRT","corNRT","mean1RT","mean2RT","sd1RT","sd2RT","sddiffRT","corRT"
40,1,0.9,173,3.81431396827278,4.96689857467626,1.03874424072067,1.15625429016132,0.530398441418518,0.888633553344078,3.725,4.9,1.03744014346952,1.23620594085497,0.712075334533701,0.817720387433074,3.8211657232582,4.96689857467626,1.01855809081858,1.15625429016132,0.527045261575655,0.89011896424114,3.725,4.9,1.03744014346952,1.23620594085497,0.712075334533701,0.817720387433074
40,1,0.9,174,3.87398087865204,4.98425537870153,1.050859702074,1.03148735273925,0.483153583254926,0.89249392440139,3.775,4.975,1.04972523877588,1.02500781735606,0.648469598757583,0.804874065557287,3.87542006360149,4.96831404770902,1.04677338628064,0.995812798681347,0.473643921783814,0.893637932150421,3.775,4.975,1.04972523877588,1.02500781735606,0.648469598757583,0.804874065557287
40,1,0.9,175,4.11770732605951,5.04301460430917,0.892100089027895,0.801189305275788,0.454394273268184,0.861341821055408,4.15,5.075,0.948683298050514,0.797029742391343,0.61550479595707,0.764691312703067,4.11770732605951,5.04301460430917,0.892100089027895,0.801189305275788,0.454394273268184,0.861341821055408,4.15,5.075,0.948683298050514,0.797029742391343,0.61550479595707,0.764691312703067
40,1,0.9,176,4.05561782920966,5.16139967984177,1.00631178366589,0.879001678246577,0.409510828849259,0.914368153644693,4.05,5.175,1.01147265068163,0.902631480585288,0.563300712149108,0.83271324061685,4.05612853833465,5.16139967984177,1.00471455990056,0.879001678246577,0.408532393946705,0.914456372337272,4.05,5.175,1.01147265068163,0.902631480585288,0.563300712149108,0.83271324061685
40,1,0.9,177,4.01861573968724,4.9675667887232,0.977228443895147,1.00669072958462,0.488695797167323,0.879058963859586,3.95,5,0.985796567145003,0.987096233585649,0.597001052268969,0.816865004109976,4.01861573968724,4.9675667887232,0.977228443895147,1.00669072958462,0.488695797167323,0.879058963859586,3.95,5,0.985796567145003,0.987096233585649,0.597001052268969,0.816865004109976
40,1,0.9,178,4.24211891209402,5.23377904188756,1.30773690852833,1.27845887807924,0.428315367235679,0.945392016111365,4.2,5.125,1.41783511391713,1.28477275252903,0.525625390636765,0.929024747983476,4.25131517628121,5.21417930340588,1.2827547440388,1.24545236826384,0.435298529382883,0.941132895315246,4.2,5.1,1.41783511391713,1.23620594085497,0.545376839841863,0.924561738871489
40,1,0.9,179,3.87720471895741,4.9083630230097,0.934582610099458,0.917224700977434,0.393025997641427,0.910076915935138,3.8,4.9,0.992277876713668,0.928190961784514,0.496138938356834,0.868599036215379,3.87720471895741,4.9083630230097,0.934582610099458,0.917224700977434,0.393025997641427,0.910076915935138,3.8,4.9,0.992277876713668,0.928190961784514,0.496138938356834,0.868599036215379
40,1,0.9,180,3.97585295705768,4.99468987624186,0.820262249080148,0.810484206746234,0.4480703722563,0.849075999425752,3.9,4.975,0.900142438870877,0.83166499665831,0.572332161042958,0.784352372169412,3.97585295705768,4.99468987624186,0.820262249080148,0.810484206746234,0.4480703722563,0.849075999425752,3.9,4.975,0.900142438870877,0.83166499665831,0.572332161042958,0.784352372169412
45,5,0,1,3.6244221816618,4.61458744399717,2.27563098858225,2.49074677608793,3.31507458007247,0.0346325868082814,3.62222222222222,4.62222222222222,2.2491300226056,2.55208371985155,3.3844564489066,0.0102066522700095,3.62583604512833,4.40960269700058,1.91823201344407,1.98771961911523,2.68133200260362,0.0578432658245547,3.62222222222222,4.37777777777778,1.92222514158709,1.98046010366839,2.72326304571586,0.0264008272214037
45,5,0,2,3.41979023934115,4.926175076476,2.86902250648952,1.83676995432759,3.49886438532253,-0.0604430829079324,3.4,4.88888888888889,2.83163942234562,1.88561808316413,3.48126297759763,-0.0510783529952996,3.57053996409897,4.87383635763513,2.05758669116997,1.69685144348003,2.71460788552239,-0.0366796656471998,3.55555555555556,4.84444444444444,2.05111450364691,1.73146752726691,2.72715487960874,-0.0327083313861022
45,5,0,3,4.17255410990496,5.00856644268422,1.89740436614248,2.15566533261909,2.85550102130232,0.0113870938448397,4.15555555555556,5.02222222222222,1.91827995344735,2.15837574545904,2.83324420537177,0.0375704577034882,4.16034938444966,4.85828287030648,1.82533935857589,1.84913357770241,2.61705705756775,-0.0144918951932805,4.17777777777778,4.88888888888889,1.87433489887248,1.86135608217409,2.61657498391784,0.0188192151693572
45,5,0,4,4.16244848833678,4.52652845437523,1.56878094292649,2.36642972405827,2.6265667473085,0.156530455078282,4.15555555555556,4.51111111111111,1.60900245148629,2.42732758232571,2.672720401283,0.171213378887271,4.1547002256843,4.34935572278085,1.4822641373984,1.94894933970684,2.36745998192243,0.0676121454777972,4.15555555555556,4.33333333333333,1.50688654871794,1.98860389583885,2.41481119993119,0.0657310507386758
45,5,0,5,3.76172404654789,4.72017979386651,2.19415663786159,2.18012589930843,2.96201425467706,0.0829661947875475,3.71111111111111,4.62222222222222,2.23222496241492,2.20834048026288,3.03631222360151,0.0649561197485098,3.82493398477306,4.61507338641447,1.7282946162444,1.94759967356265,2.502491177799,0.0768984953415043,3.8,4.55555555555556,1.77866139656663,2.02883257469945,2.62985961909787,0.0503846007884868
45,5,0,6,3.97906370777346,5.39367622660075,2.24062876073133,1.98350524143839,3.41121010386473,-0.301694840089667,3.93333333333333,5.44444444444444,2.20948369123155,1.94884062918952,3.3549300373563,-0.299094112820072,4.01981121715733,5.16037782061848,1.94353018315939,1.63656894449673,2.92896336431042,-0.333754330036775,4,5.22222222222222,1.91880644720049,1.60806050441474,2.88325013017104,-0.331456303681194
45,5,0,7,3.09198155105808,4.66192768772784,2.29718744833718,2.15155051400394,3.32592198927678,-0.116895682680512,3.06666666666667,4.66666666666667,2.35873617932069,2.17422922601844,3.3466401061363,-0.0886324228773994,3.3249294370953,4.53301413690413,1.81414604604012,1.85474851680147,2.71152595490891,-0.0923023498934769,3.31111111111111,4.53333333333333,1.83181755520454,1.86596307086131,2.71267135100916,-0.0762428724885724
45,5,0,8,3.31204911892989,4.75194102325123,2.00012962369897,2.06314109006639,2.71630662340727,0.106474909955403,3.31111111111111,4.71111111111111,1.97509749152038,2.05185306737617,2.60593727685627,0.162882940902061,3.38460407431818,4.68020642918258,1.75703831993796,1.92307163979066,2.50087579834511,0.0785768697976947,3.37777777777778,4.68888888888889,1.77468164736523,1.94026968863776,2.43853739902931,0.140513406175994
45,5,0,9,4.24943565086697,5.01139196935312,2.44259850934796,2.00874616520286,3.10272977403844,0.0381546902222351,4.31111111111111,5.06666666666667,2.50292757878578,2.11488233070478,3.25545385437727,0.0131667746811233,4.25873773700328,4.84171119070751,1.9163891098784,1.65171719538476,2.48327214246306,0.0369750026075768,4.31111111111111,4.86666666666667,1.94026968863776,1.70026735865542,2.53660076368818,0.0335273793293101
45,5,0,10,3.55596173404183,4.6544744215258,1.91061257262029,2.54490816291594,3.12545732291908,0.0368665045873462,3.53333333333333,4.64444444444444,1.94935886896179,2.61251842582067,3.16387436699073,0.0603949939223471,3.58263660710364,4.50283411330776,1.73972658866486,1.82146610865641,2.56034521886296,-0.0332896871769181,3.57777777777778,4.48888888888889,1.7899833530065,1.89043311802808,2.5921404127076,0.00865670253325724
45,5,0.1,11,3.38860512430301,4.65463119228218,2.62936247154902,2.03473129950221,3.36598024065159,-0.0258076758939244,3.42222222222222,4.6,2.70931800281991,2.01584631448837,3.35267117988091,0.0149807108820158,3.53650175959068,4.67022135077775,2.10075950071551,1.69580029213706,2.67583439210431,0.0180828846594832,3.55555555555556,4.64444444444444,2.14852545159735,1.70767725761094,2.68685539603305,0.0426727082196677
45,5,0.1,12,3.65131203610712,5.30826319693818,2.43047378941382,1.74747097264194,3.55873552118881,-0.436023288208195,3.68888888888889,5.31111111111111,2.39148320487348,1.79421066745015,3.60106605988793,-0.469524302716456,3.75543784061353,5.16487904891294,1.95689097790883,1.51711822381575,2.8771226982129,-0.361550076327991,3.77777777777778,5.17777777777778,1.91748994176441,1.58528587741496,2.91079495545929,-0.375493621150078
45,5,0.1,13,4.07307746357206,5.32492141917061,1.97513274683489,2.22884439249207,2.84284531162062,0.0894002845715976,4.11111111111111,5.31111111111111,1.97969490558316,2.25451287040644,2.88097205817759,0.0786445496639428,4.0745452356925,5.12732855659368,1.85058305787566,1.87977091747561,2.50169828807152,0.100570273510627,4.11111111111111,5.13333333333333,1.89763276242009,1.86596307086131,2.52702564012686,0.098416674532275
45,5,0.1,14,3.65630574805295,5.32600031112991,2.05490915048171,2.20452684354819,2.9494088043616,0.042336562505435,3.68888888888889,5.28888888888889,2.13011120305343,2.17027671279517,2.95727146969204,0.0542967470520773,3.70398205308231,5.01836889843518,1.73088941563163,1.76148274204061,2.47050010765773,-0.000749633401662494,3.73333333333333,5.02222222222222,1.77610401005838,1.77724108060383,2.46449535883868,0.0379200077660184
45,5,0.1,15,4.05156319413437,5.62922025383296,2.40750066812989,2.00315191452766,2.93236133884696,0.125444433944161,4.11111111111111,5.62222222222222,2.36664532640827,1.96895090765811,2.96664964244349,0.0726175423371448,4.0535676187655,5.33250807254301,2.04171103611961,1.57644274476396,2.4049251793597,0.135164295414815,4.11111111111111,5.33333333333333,1.99114200012115,1.55212464354217,2.37303879684112,0.120113914604732
45,5,0.1,16,4.10644572571862,5.42021441468831,2.3547735145452,2.074120515528,3.12297594942356,0.00961853194821717,4.06666666666667,5.46666666666667,2.41585670857434,2.12773887666526,3.13629775951896,0.0512880057404788,4.22742877241079,5.15513517106586,1.85223439317684,1.65091095785595,2.37976703690812,0.0806096129237048,4.17777777777778,5.2,1.87433489887248,1.70026735865542,2.36920478497139,0.12408867945504
45,5,0.1,17,3.7185115267105,4.69953249629494,1.84943163973515,2.42151387516592,2.96747688649856,0.053390179842021,3.77777777777778,4.71111111111111,1.88159614168504,2.47370004632573,3.07777960106426,0.0200739615097673,3.73391414911337,4.51626296498457,1.73423830030521,2.00033173419516,2.6100915454562,0.0282975952347898,3.8,4.53333333333333,1.75291964240443,2.02933038665019,2.7001683449202,-0.0140557893000693
45,5,0.1,18,4.20333219150082,4.5407028615897,2.51957384757799,2.10843520423853,3.29954842176125,-0.00877843701102097,4.22222222222222,4.55555555555556,2.5306205571046,2.09496751499609,3.27525155175488,0.00619218383989645,4.22222684624647,4.39453444471461,1.94727389610724,1.69790202507516,2.55345572023476,0.0233813809448211,4.24444444444444,4.44444444444444,2.00176689628705,1.71299253773723,2.59019128812737,0.0338761207134746
45,5,0.1,19,4.24279957142221,4.63667730992899,2.19419456531182,2.4254339130068,3.3372483109953,-0.0413394642411742,4.24444444444444,4.68888888888889,2.22746855457404,2.46633904458172,3.34090050160375,-0.0106642038679595,4.23927712089905,4.47573854191527,1.93402967163323,1.77191219130696,2.65072990379505,-0.0213347524258118,4.22222222222222,4.48888888888889,1.96432834795659,1.8168682123396,2.64059222007626,0.0261799629351285
45,5,0.1,20,3.90408822576081,4.93964382220552,2.18072654633867,1.72915833197024,2.44338399096291,0.235417068972739,4,4.97777777777778,2.19503572139084,1.69878150032857,2.49079112011433,0.201132452078728,3.85058101920991,4.8358109051177,1.70659606866736,1.45209375345396,1.98444257425753,0.218517754528693,3.93333333333333,4.86666666666667,1.75032464521196,1.40777064247632,2.07145096270925,0.153110473467541
45,5,0.3,21,3.84985923402469,4.95599884954745,1.88549078391126,2.3701039996029,3.16595716031716,-0.0951949645384148,3.84444444444444,4.97777777777778,1.94183085532882,2.37877822812171,3.20227192076898,-0.0893288028253289,3.87802499199029,4.78357508351484,1.65902931250871,1.91138186352613,2.62836345339482,-0.0792383234992594,3.86666666666667,4.8,1.71358210668869,1.92590002572587,2.68328157299975,-0.0840172566271814
45,5,0.3,22,3.58593107063317,5.25716457736646,2.01452757881258,2.02972371899979,2.67488525574104,0.125104551391226,3.53333333333333,5.28888888888889,2.08457538732821,2.01835016132914,2.70652037222197,0.130001734551792,3.61892102431614,5.02092279328903,1.81386791896487,1.62131164936613,2.28530409634555,0.118359423002314,3.57777777777778,5.04444444444444,1.84007026655467,1.59481483045347,2.2823432934357,0.122709918121154
45,5,0.3,23,4.09638975097896,4.7039531122106,1.95565565691921,2.7361408332063,3.3320798854006,0.0194637748616533,4.02222222222222,4.73333333333333,1.97125812258532,2.71695016182082,3.27262906698896,0.0520533541847326,4.05482018094844,4.46851166320244,1.65609362668483,2.0359436949458,2.55222554955438,0.055440295731177,3.97777777777778,4.46666666666667,1.67181024489907,2.04049904769308,2.50111086430721,0.103043516380567
45,5,0.3,24,3.62592175028411,4.89176920449816,2.52606007337983,1.63695173451255,2.96701177831743,0.0311280762972931,3.62222222222222,4.91111111111111,2.50716145987022,1.68983891408488,2.95897880282295,0.0455376445163399,3.54995280065244,4.89059461663233,2.11525682956108,1.55175070897551,2.6291233723922,-0.00457720500331888,3.53333333333333,4.91111111111111,2.10626770291994,1.59291360009692,2.63101163475615,0.00767713534602771
45,5,0.3,25,3.27250184410066,4.87738518916497,2.35297972045746,2.10041070534156,2.84537357637655,0.187373941766005,3.4,4.86666666666667,2.31005706344316,2.17004398782396,2.86515111452972,0.183162871420126,3.44832970627255,4.66185127997986,1.89860263149914,1.73503139904512,2.38617864542578,0.139820822430988,3.53333333333333,4.64444444444444,1.91406278988866,1.82352749506349,2.50655705756487,0.101144783475228
45,5,0.3,26,3.67964412676223,4.56989361457307,2.30118451082756,2.01270174344064,3.20128573860474,-0.0973542937335257,3.68888888888889,4.6,2.26457122393685,2.03827021136685,3.18249632023084,-0.0915825065874936,3.71612578890326,4.45981472454063,1.90301345946842,1.70889239350718,2.63780038694018,-0.0639931816687512,3.71111111111111,4.46666666666667,1.86623371602495,1.71358210668869,2.65565909945634,-0.0990219331814396
45,5,0.3,27,4.24593827176234,4.81098001264855,1.94514915467684,2.05062823921086,2.37214461335657,0.296031951311922,4.2,4.82222222222222,1.98402712591427,2.0592241355433,2.4521686958958,0.264790896996427,4.27753663815488,4.72006157334971,1.7554753885558,1.757786930728,2.15013595136273,0.25089901541987,4.22222222222222,4.73333333333333,1.75666120406258,1.81408629643385,2.23222496241492,0.218709648930301
45,5,0.3,28,4.05276840527035,4.86647885999119,2.26480875123291,2.11015016381641,3.24951587299781,-0.102243493982179,4.06666666666667,4.88888888888889,2.31005706344316,2.15556596894288,3.35267117988091,-0.126275801740973,4.08535369896872,4.73346487376919,1.95405759955322,1.79947970592191,2.80902017590717,-0.118608924063707,4.11111111111111,4.75555555555556,2.00252366030991,1.83594854794656,2.90106215310214,-0.140805789822705
45,5,0.3,29,3.74419689920003,5.0495873699468,2.09857260639504,2.2194499729845,3.09885449671643,-0.0292993728346954,3.73333333333333,5.02222222222222,2.09327928901477,2.32074526518069,3.13790768609668,-0.00810913933657625,3.84689839364508,4.81311290435862,1.86304951501362,1.77759920246774,2.78117807374584,-0.166699974360126,3.82222222222222,4.8,1.92222514158709,1.87810349216243,2.85632383643484,-0.129685305784897
45,5,0.3,30,4.14323194700332,4.46425027605472,2.13731988125792,2.04488478836039,2.59145964892261,0.232695690126018,4.22222222222222,4.51111111111111,2.14146178715815,2.07388767801202,2.61657498391784,0.22971566857305,4.13586989777303,4.47338857423675,1.89270899159815,1.86660250628151,2.32688244488432,0.233824025713909,4.17777777777778,4.53333333333333,1.89843103747289,1.85374314195997,2.32726483584521,0.230768470303839
45,5,0.5,31,3.74778924960194,4.64438431968575,2.20543564639837,1.63821444717138,2.6437363911906,0.077270202741574,3.75555555555556,4.68888888888889,2.24778229651478,1.66272260604301,2.71695016182082,0.0582422349678446,3.83580698841209,4.56638370335622,2.01884411049803,1.46698086667888,2.45401308320753,0.0347082318093925,3.84444444444444,4.62222222222222,2.02210011841375,1.52686382212466,2.48531037835673,0.039422929444152
45,5,0.5,32,3.94043389314814,4.86750298299623,2.08466276632976,2.68832366284842,3.27906552028095,0.0732151970754769,3.95555555555556,4.8,2.11010076833436,2.68497502950975,3.28187554162358,0.0786248714094263,3.99897718870478,4.45109894832579,1.72728337656062,1.90811438542158,2.57824630945694,-0.00348098848327673,4,4.4,1.74512307458659,1.92353840616713,2.57081522266594,0.0203114840104222
45,5,0.5,33,4.26754560410643,5.04364723260055,2.39135461078343,2.05607417063257,3.11995160794795,0.0215505743783143,4.22222222222222,5.06666666666667,2.32465920169826,2.04939015319192,3.15476231315851,-0.0365737899139554,4.25874028221948,4.82205780974151,1.94209550744732,1.7138394868191,2.54636714511831,0.0337988834203972,4.24444444444444,4.84444444444444,2.00176689628705,1.69163121324246,2.67479820819169,-0.0422087073849144
45,5,0.5,34,4.14206099437095,4.50309529044885,2.26291088195934,2.2042940942375,3.18893345426245,-0.0190070026972964,4.13333333333333,4.46666666666667,2.2823432934357,2.22179288781912,3.19089614086986,-0.00358552512324641,3.96055555110135,4.35011124320125,1.69831561465615,1.79741145639232,2.4354066495726,0.0300989338241754,3.95555555555556,4.31111111111111,1.70501340378037,1.84418277321151,2.44164210350661,0.0550930950871756
45,5,0.5,35,3.962889175266,4.91333059185957,2.23861136064425,2.0820160015323,2.98461168482409,0.0470157725403728,3.95555555555556,4.93333333333333,2.27591695362506,2.15743955988237,3.12241812534692,0.00864010552927117,3.9176635426643,4.69666501132521,1.80971358179058,1.70116982398067,2.42638441972063,0.045750975837988,3.91111111111111,4.71111111111111,1.86866775857004,1.77894532368099,2.53699894291733,0.0331204791259078
45,5,0.5,36,3.88313048373227,4.89516117535463,2.27745281485842,2.34215801607558,2.9807107816724,0.167585957336136,3.95555555555556,4.91111111111111,2.2958020539034,2.32400733669455,3.07449593470625,0.114253666275368,3.90488855853893,4.65805490380473,1.87184126406828,1.8233225297353,2.32760015899689,0.206648772324709,3.97777777777778,4.66666666666667,1.92458837262424,1.80906806746658,2.41041511157332,0.167542128479138
45,5,0.5,37,4.26612435852431,4.54173064599333,2.36243015394116,1.55997328421746,2.69855095586518,0.0993691244080334,4.24444444444444,4.51111111111111,2.40412104100396,1.61839176937845,2.76668492144398,0.095667033448171,4.07057541551864,4.54299171381795,1.8912942662887,1.48793183124839,2.21677248936269,0.155795740707651,4.04444444444444,4.53333333333333,1.90639540346263,1.56088552955162,2.24238329200938,0.17515819872543
45,5,0.5,38,4.4765960281083,5.49480590828332,2.53994389513596,2.14705966989709,2.66552022211849,0.362725465649776,4.44444444444444,5.51111111111111,2.58980128717836,2.19112074085617,2.81554128495263,0.315513754795202,4.28690698898099,5.25988363253999,2.05934152897603,1.77195055431584,2.09828391484694,0.408037680991067,4.26666666666667,5.28888888888889,2.08239372750775,1.77894532368099,2.16887998839041,0.377513353662856
45,5,0.5,39,3.79697951735806,5.85586633773518,2.33017126268218,1.97934910449804,3.18639729323393,-0.087333897759537,3.82222222222222,5.84444444444444,2.27924318468861,1.94183085532882,3.10782654898658,-0.0782810897650278,3.88102575671119,5.46213040869551,1.96191754462941,1.4191636220844,2.40796832773864,0.011642924562504,3.91111111111111,5.48888888888889,1.92852065563009,1.42417794825044,2.36920478497139,0.0244567024048243
45,5,0.5,40,3.74295311526544,5.8554809509068,2.1112377298455,2.67267747033021,3.26954836958485,0.0806874304214943,3.8,5.82222222222222,2.13839361968915,2.63963572632225,3.17296025308808,0.130454987060767,3.73583701239229,5.33062637054454,1.90553882599387,1.78962173298284,2.44165296650754,0.127874694726578,3.82222222222222,5.31111111111111,1.9340124199198,1.78149863141608,2.37048347794114,0.187922197866459
45,5,0.7,41,3.97414260576992,5.29298998385543,1.86785279015751,2.2425464617397,3.03918750622397,-0.0857979816644404,3.97777777777778,5.35555555555556,1.84007026655467,2.22746855457404,3.03231751222551,-0.103383392925975,3.97470064675661,5.06763743030835,1.64638698581049,1.80982097991837,2.5304242342626,-0.0699750844242691,3.97777777777778,5.11111111111111,1.64439666870266,1.77382768229179,2.53699894291733,-0.100425681320294
45,5,0.7,42,4.60621972538188,4.61814758211914,2.33843769722874,1.92688746159208,2.53290606196329,0.306883106726404,4.6,4.62222222222222,2.32965077367247,1.95737403970553,2.54494944483533,0.305024060841835,4.52037364973319,4.49788861808064,1.85660139384034,1.6966637056216,2.20221144117394,0.234267939823776,4.48888888888889,4.51111111111111,1.87837238807507,1.7532077383292,2.24103150852955,0.239859257004092
45,5,0.7,43,4.30050097958605,4.85638241141423,2.08386401407214,2.30556046683111,2.31689067260562,0.446470880039888,4.33333333333333,4.84444444444444,2.11057941204435,2.2958020539034,2.4085286174364,0.404939083286441,4.2684443050733,4.72181094384332,1.83051210433753,1.85726968466111,1.83798942531952,0.503274571502255,4.31111111111111,4.75555555555556,1.89283604224673,1.87271746589567,1.96046788890671,0.457926128418544
45,5,0.7,44,3.9967001674618,4.48113373216106,2.10681313968089,2.12284495940601,2.66236790339928,0.207597021783366,4,4.44444444444444,2.08893187146837,2.06216518555746,2.61599586074488,0.205761541007351,4.00378316862705,4.40767916187226,1.75558265605313,1.84792843315921,2.20032931142467,0.255142317924273,4,4.35555555555556,1.77097815807074,1.79842804536168,2.1653842358549,0.264023616840563
45,5,0.7,45,4.32258626228818,4.49869153707963,2.15692832482944,2.4392644704375,2.95069551497128,0.180158917102693,4.35555555555556,4.51111111111111,2.20696784541757,2.43667267752026,3.00723034425937,0.16407201637846,4.25929686293109,4.57159989998158,1.87303461465539,2.06657552321134,2.50261040641169,0.195818299465128,4.28888888888889,4.57777777777778,1.91432663478479,2.06143031642958,2.55505045513446,0.175591795825006
45,5,0.7,46,4.1573947770197,4.78351333493212,2.14781657644628,1.87538174621876,2.49448673202127,0.236807354745378,4.13333333333333,4.77777777777778,2.11703051036545,1.98733362812965,2.55089605963683,0.22868195234281,4.19502758566578,4.74794251571631,1.79948640915535,1.72789450151846,2.21800082469121,0.209731061133204,4.15555555555556,4.73333333333333,1.80850962693237,1.83897204487131,2.31093142269606,0.197264078716858
45,5,0.7,47,4.24717400611345,5.16579254176911,2.24864166990557,2.54991457980798,3.5971944005964,-0.120456171168979,4.26666666666667,5.17777777777778,2.28035085019828,2.57866146469345,3.59811959868827,-0.0932757249097111,4.24897115271184,4.88093244598395,1.90627095602003,2.06588889664314,2.95775182620121,-0.107478291032552,4.24444444444444,4.84444444444444,1.92064803878506,2.06656891264411,2.91079495545929,-0.0646399248518641
45,5,0.7,48,4.37137722659834,5.28333531302092,1.85562578607988,1.99104254421321,2.80996819817009,-0.0660856187133154,4.42222222222222,5.2,1.85238039595358,1.96098305588155,2.85950479572385,-0.123882082256519,4.30708248101626,5.15168044781531,1.72256781027124,1.80484218460428,2.60831100944921,-0.0930521110146147,4.37777777777778,5.08888888888889,1.77468164736523,1.80683326974197,2.66818138798544,-0.109938978015999
45,5,0.7,49,4.43496532239044,4.69170440800145,1.89010299001247,2.17257654486447,2.66403577714205,0.145564661123427,4.53333333333333,4.71111111111111,1.96098305588155,2.24238329200938,2.75754245734139,0.144373138452498,4.40174072566754,4.5679070325382,1.57543448628899,1.90199547260886,2.33332729308822,0.109322720312883,4.46666666666667,4.57777777777778,1.63206506109173,1.93636126523305,2.4235794548018,0.0853399163235603
45,5,0.7,50,4.07952673548323,4.73282229613814,2.11983248506751,2.70645388136537,3.10760252384382,0.188365235582916,4.08888888888889,4.75555555555556,2.06510204702975,2.68967348099048,3.0376426266552,0.204495232223014,4.04427010879513,4.58445929221015,1.94893980439415,1.99700540218716,2.52966461429797,0.178208946223809,4.06666666666667,4.6,1.94702570371043,2.04939015319192,2.54594151186122,0.189098932471877
45,5,0.9,51,3.69738764705927,5.04808918468688,2.0086511617327,2.54811534708888,2.94645983043019,0.180328903056336,3.6,5.11111111111111,2.08239372750775,2.55148995884777,2.92809449535656,0.213875292925406,3.70245478143215,4.76360623359253,1.81397726667684,1.9255142915117,2.39060246046804,0.183681330745316,3.62222222222222,4.82222222222222,1.87433489887248,1.92222514158709,2.3798395667852,0.214333892068745
45,5,0.9,52,3.75147903879357,4.7967271622939,2.02551814461615,2.18994771314058,3.01884756563351,-0.024217380122862,3.77777777777778,4.73333333333333,1.96432834795659,2.2401298663653,3.02230763396836,-0.0292676403556169,3.74353431011258,4.68937204556925,1.70750762801919,1.87487967404444,2.56828847691209,-0.0258248092659532,3.75555555555556,4.64444444444444,1.73409074360908,1.93244493694993,2.63043568999356,-0.0265258023664384
45,5,0.9,53,4.2821169734112,4.69051587765288,2.0105072347142,2.44154926342308,2.59860330516121,0.331098689204849,4.24444444444444,4.68888888888889,1.96741126120267,2.49383077196347,2.58980128717836,0.34473694199366,4.19350508010994,4.54421167333548,1.79265824340834,1.95766757050461,2.14975096845275,0.345448893734945,4.13333333333333,4.51111111111111,1.75291964240443,1.99570245348055,2.1244131691202,0.363379335572916
45,5,0.9,54,4.06052877035149,5.26554061770139,2.23567889216166,1.9156495427804,3.17037186604222,-0.161493863609635,4.13333333333333,5.24444444444444,2.24215805135872,1.84828612940789,3.08384516636309,-0.128695481927811,4.14587515476147,5.13352872064122,1.83826509308997,1.70751372336482,2.69862241994587,-0.157340625769164,4.2,5.13333333333333,1.85374314195997,1.6868475169542,2.64918512342604,-0.117743503572387
45,5,0.9,55,3.94529035275181,5.53220641353619,2.27757403815516,2.33682425986379,2.44778657463187,0.437446265902424,3.88888888888889,5.53333333333333,2.22814866304887,2.36066246480247,2.41355599173761,0.447928194205247,3.95165080635957,5.20973732409912,1.76627448659519,1.78537723347687,1.79046576364233,0.491765175972194,3.88888888888889,5.24444444444444,1.76096851221426,1.81102125327065,1.78574603146385,0.500433938313038
45,5,0.9,56,3.99705764015574,5.23792635222861,2.29423263188366,1.87512724812273,2.69473790963965,0.176429670410141,4.02222222222222,5.22222222222222,2.31093142269606,1.88159614168504,2.65945995885016,0.207909516744875,4.02847094295303,5.06085248620769,1.99047041408996,1.62083703860712,2.34289725485395,0.170464946967116,4.04444444444444,5.06666666666667,2.0108292675994,1.65694132227262,2.31093142269606,0.217371015564827
45,5,0.9,57,3.79200894125422,4.72914055403276,2.11082224340597,2.16040610794358,3.08827915122762,-0.0454519535623208,3.77777777777778,4.66666666666667,2.15204858944057,2.19503572139084,3.09120616516523,-0.011226139739572,3.74635548170276,4.65787919771858,1.81944436664698,1.88753267714937,2.74345474198883,-0.0951276808156364,3.73333333333333,4.57777777777778,1.87568169425993,1.90082385115805,2.71322983943789,-0.0322974804507104
45,5,0.9,58,4.25582342014052,5.53404903875805,2.29600620711085,2.58061809022256,3.01849463701737,0.23796367530396,4.24444444444444,5.51111111111111,2.42295420317988,2.54613987888103,3.17947966011593,0.181907832767668,4.20192361909237,5.05772263268306,1.85061835308158,1.84555965022464,2.21632321308624,0.280900510155166,4.17777777777778,5.04444444444444,1.9340124199198,1.82103311781022,2.36066246480247,0.210658749943071
45,5,0.9,59,4.05945713079388,4.28997119024217,2.17542739988144,2.0507665651996,2.99273865862975,-0.00205734061466711,4.04444444444444,4.4,2.20490729093451,2.01584631448837,3.00117821981146,-0.00920390391345731,4.0907239579392,4.29249886574036,1.85169267505125,1.79747289086878,2.59681952634493,-0.0125883183030788,4.06666666666667,4.37777777777778,1.86352549559357,1.8001122299468,2.5921404127076,-0.000903339786735524
45,5,0.9,60,3.20780073873866,4.69853687714579,2.62148815226573,2.11118961081465,2.8930018200275,0.267403048267738,3.22222222222222,4.73333333333333,2.61889019597727,2.12560151914272,2.88902486082495,0.27218044690563,3.40230203491126,4.59037178402751,1.97313101927754,1.80850881030506,2.33494064081132,0.239882079706657,3.42222222222222,4.64444444444444,2.02808562766253,1.82352749506349,2.35380628778242,0.256603742702637
